Name,Place,lat,lon
兴悦酒家(环市东路店),广州市越秀区环市东路328号广安大厦附楼1-3楼(近广东电视台),23.144209,113.287436
兴悦酒家(保利克洛维店),广东省广州市天河区华强路保利克洛维二期4楼,23.132569,113.326061
兴悦酒家,广东省广州市天河区珠江新城保利克维a座兴悦酒家,23.123477,113.332466
兴悦酒家(环市东路店)-停车场,广东省广州市越秀区环市东路328-68附近,23.144432,113.287023
兴悦酒店(原八部酒店),广东省广州市番禺区钟村街钟一村钟屏岔道5号,22.973759,113.320036
兴悦酒家(环市东路店)停车场-出入口,环市东路211号附近,23.144656,113.287085
悦兴海鲜酒家-停车场,广东省广州市白云区石井石沙路10号西北70米,23.213923,113.244763
兴悦酒家-停车场,广东省广州市天河区华穗路574号附近,23.132891,113.325404
凤湘缘酒家(悦兴分店),广州市增城区花基工业大道与南碱路交叉路口往东约100米(夏埔村办公大楼东北侧约150米),23.113907,113.574923
街电(兴悦酒家保利克洛维店),广州市天河区华穗路406号保利克洛维广场2期4层,23.132955,113.326096
怪兽充电(兴悦酒家保利克洛维店),广州市天河区华穗路406号保利克洛维广场2期4层,23.133017,113.326168
兴悦酒店(广州南村店),广州市番禺区兴业大道东与梅山大道北交叉路口往东北约50米(兴业小区),23.010318,113.39567
兴悦大厦,广东省广州市番禺区迎宾路525,23.030616,113.337497
兴悦旅馆(东兴一路店),广东省广州市南沙区东涌镇东兴一路34号,22.891432,113.466343
悦兴租房,广东省广州市番禺区沙湾镇桥南街陈涌村上澳西街17号B座,22.925271,113.379944
兴悦商行,广州市番禺区化龙镇潭山村潭山大道64号,23.00606,113.466978
兴悦汽车养护中心,广州市增城区新塘镇牛仔城二路2号,23.128121,113.640756
广州市番禺区大石兴悦衣服裁缝店,广东省广州市番禺区北联新北大街18号,23.034162,113.313775
小电(兴悦旅馆东兴一路店),广州市南沙区东涌东兴一路34号,22.891443,113.466383
怪兽充电(悦兴海鲜酒家店),广州市白云区石井石沙路15号旺点广场,23.214156,113.244314
顺德松记分店(鹤洞店),鹤洞路12号1楼,23.083085,113.25375
